chrom	start	end
chr8	40430263	40431674
chr13	83675870	83676016
chr9	56660328	56660554
chr9	119888388	119889095
chr8	64825371	64826195
chr13	99096044	99098044
chr6	140703787	140703944
chr5	110388265	110388587
chr7	65344369	65344774
chr18	83658094	83659047
chr8	109017704	109018295
chr3	84505256	84505306
chr15	80336985	80337799
chr14	122004480	122004529
chr13	69512708	69513175
chr7	25261973	25262147
chr3	101716982	101717870
chr6	135877976	135878355
chr2	38649275	38649951
chr19	38643533	38643901
chr8	25680372	25681431
chr13	16945277	16945337
chr3	105543862	105544557
chr11	51404191	51405119
chr13	54999091	54999944
chrX	166175590	166175928
chr1	168139975	168140049
chr6	95494391	95494600
chr17	28173923	28174540
chr3	55377884	55378265
chr8	11530368	11530801
chr15	77244178	77244412
chr1	84884207	84884975
chr1	39213170	39214032
chr9	103494631	103495518
chr18	80702229	80702960
chr1	135592368	135592593
chr1	190818577	190818980
chr4	48582049	48583039
chr5	122731662	122732793
chr11	19710050	19711206
chr5	128834363	128835045
chr7	121107444	121107609
chr4	125297638	125298302
chr8	71658081	71658405
chr10	67053265	67053682
chr1	75867085	75867524
chr5	151193941	151194321
chr16	89363717	89364025
chr8	67809289	67810567
chr4	15231839	15232140
chr15	79784592	79785036
chr8	11719676	11720686
chr11	84689262	84689424
chr19	55233730	55234390
chr12	40265259	40265731
chr2	180385586	180385732
chr2	92582146	92582506
chr10	79929216	79929352
chr14	24209372	24209787
chr10	62154794	62154886
chr16	33714152	33714222
chr6	144925070	144925753
chr16	30928986	30929901
chr11	114206982	114207081
chr19	46862585	46862832
chr7	78588257	78588633
chr11	20793022	20793168
chr8	72585289	72585803
chr2	168443714	168445434
chr14	76704155	76704608
chr16	45523741	45524192
chr14	77381207	77381650
chr9	46305607	46306493
chr16	29912822	29913100
chr5	36741539	36742218
chr17	42692615	42692854
chr19	57206189	57206304
chr18	41704155	41704506
chr9	52226204	52226671
chr12	110491225	110491382
chr10	81373445	81373572
chr2	104415746	104418153
chr10	83074925	83075871
chr16	73283333	73283456
chr12	17223777	17224161
chr2	39122179	39122309
chr13	45297258	45297692
chr2	4617943	4618890
chr5	144285136	144285645
chr18	65263019	65263516
chr5	121204136	121204264
chr13	56591021	56591776
chr12	116804449	116805240
chr15	76498589	76498901
chr8	84023557	84023910
chr2	118450743	118451308
chr2	135974427	135975882
chr9	121316619	121317379
chr7	122815714	122815817
chr11	82416562	82416703
chr17	27587094	27588436
chr5	36885404	36885766
chr11	34691920	34692438
chr19	4456035	4458009
chr12	113112349	113113874
chr11	84352577	84354056
chr14	29555589	29555713
chr2	144316096	144316360
chr2	121693716	121694433
chr11	97381021	97382461
chr7	111167560	111168543
chr18	68061715	68061934
chr4	15766262	15766985
chr18	35685457	35685960
chr9	103006631	103006878
chr7	15922723	15923646
chr1	77500651	77503102
chr1	119928442	119929507
chr2	83733320	83733575
chr7	29431160	29431286
chr8	13608610	13609249
chr16	63108310	63108822
chr6	114276976	114277182
chr7	115562907	115563071
chr9	31643763	31643798
chr12	112107147	112107371
chr17	14157558	14157860
chr9	66804599	66805063
chr5	8837220	8837619
chr4	106496223	106497396
chr11	100346162	100346791
chr4	140287425	140288119
chr5	112813054	112813293
chr11	68713311	68714542
chr16	38238780	38238892
chr5	141046609	141047351
chr9	43476564	43477603
chr7	133091244	133091871
chr12	118380216	118380626
chr4	70056679	70057005
chr2	19520340	19520704
chr11	52662154	52663088
chr17	56810108	56811324
chr4	126302735	126303297
chr2	155460917	155461121
chr10	86797925	86798926
chr3	98380632	98381721
chr5	99608147	99609376
chr4	152164642	152164728
chr11	114425894	114426693
chr6	40099970	40100505
chr12	21141332	21142142
chr15	77265654	77266056
chr15	101009883	101010561
chr13	114200725	114201499
chr4	120801315	120801502
chr5	36567764	36568350
chr8	124014647	124014945
chr3	33098372	33098726
chr13	43569295	43569745
chr1	180425488	180425734
chr15	57663300	57663403
chr15	5577458	5577967
chr4	49105517	49106388
chr2	167109232	167109715
chr15	34745930	34746076
chr13	60022015	60022536
chr13	106796878	106797701
chr10	108238524	108238796
chr12	112248852	112249318
chr5	93135965	93136869
chr5	72575224	72575291
chr6	31248701	31248991
chr13	39906864	39907849
chr1	80527289	80527560
chr12	17253073	17253595
chr14	9463010	9463705
chr15	79385377	79385683
chr8	125069875	125070693
chr11	37801256	37801526
chr15	100204409	100204729
chr14	105911843	105912033
chr3	115613723	115614103
chr16	35605084	35605888
chr11	105964817	105965263
chr10	61403534	61404157
chr10	75698861	75699381
chr6	148263079	148263472
chr19	5748188	5748912
chr18	75755595	75755717
chr8	120555162	120555685
chr4	148943546	148944392
chr10	8443037	8444686
chr18	69548792	69549358
chr5	133980067	133981056
chr7	144658604	144659506
chr4	153647495	153649957
chr5	38140114	38140769
chr5	66327067	66327731
chr5	124464093	124464586
chr7	137138026	137138995
chr6	143843661	143844504
chr8	123184681	123185965
chr10	59336045	59336330
chr12	77045923	77046697
chr16	93399997	93400479
chr2	157804141	157805386
chr19	48211260	48211329
chr15	100188557	100189040
chr4	107493157	107493422
chr19	55088051	55088621
chr1	139378271	139378598
chr1	95671342	95671455
chr4	125967293	125968132
chr9	35332159	35332401
chr4	130974343	130974735
chr13	56088763	56089009
chr5	142736118	142736598
chr4	138940864	138941645
chr14	20783322	20784278
chr9	96430303	96430698
chr15	87572043	87573261
chr15	68416721	68416788
chr14	71559478	71559818
chr15	97976069	97976349
chr4	120264930	120265541
chr11	3854154	3854923
chr13	31308548	31309286
chr3	55445937	55447027
chr16	34188332	34188605
chr3	102196381	102197441
chr17	27799952	27800454
chr5	77484899	77485886
chr12	82895930	82896379
chr4	134612309	134613542
chr10	20429175	20429260
chr8	10724834	10725389
chr5	66163537	66163814
chr4	151820897	151822034
chr17	56634155	56634303
chr9	115950877	115951091
chr14	60987648	60989008
chr19	7151513	7152030
chr7	3231890	3231986
chr8	22167522	22168165
chr14	70633267	70634147
chr5	99227095	99227578
chr8	80866121	80866675
chr11	34907242	34907593
chr2	14715868	14715984
chr13	71532709	71533149
chr7	75275901	75276929
chr1	180144002	180144460
chr4	123231019	123231549
chr11	88883540	88883721
chr12	36157533	36158462
chr1	134183894	134184033
chr12	40511879	40512344
chr4	143189411	143189583
chr12	90011536	90011854
chr15	88036267	88036402
chr10	107905313	107905727
chr2	49841043	49841768
chr3	154530499	154530566
chr7	145180018	145181188
chr1	151923698	151924682
chr5	34483570	34483681
chr15	25018150	25018586
chr9	68925597	68926326
chr14	21060618	21060829
chr11	24122757	24123194
chr11	88423643	88423672
chr14	77196249	77196660
chr2	172795816	172796337
chr6	116864454	116864852
chr15	96756142	96756326
chr5	136300940	136301364
chr8	124477024	124477159
chr19	40674489	40676022
chr18	67285699	67285819
chr4	141727447	141728213
chr5	113059428	113059692
chr6	5741615	5741902
chr10	119064856	119065738
chr14	120405968	120407700
chr5	115844886	115845010
chr2	167484155	167484494
chr11	118945253	118945695
chr11	69788934	69789460
chr4	21914418	21914768
chr13	90074424	90074620
chr13	97917111	97917659
chr7	131949840	131950226
chr5	135039171	135040080
chr11	116620262	116620985
chr10	98634591	98635140
chr2	167153198	167154176
chr17	48777146	48778497
chr2	178615692	178615815
chr8	40970433	40970636
chr9	27749540	27749692
chr12	117275324	117275637
chr11	75394831	75395646
chr12	103389513	103389908
chr1	81109222	81109506
chr13	60691074	60692301
chr3	152255283	152255487
chr15	77058876	77059433
chr12	82987089	82987486
chr2	166183110	166183445
chr10	71024152	71025690
chr15	36948879	36949216
chr1	166187474	166187894
chr9	61523209	61523504
chr11	16750186	16751418
chr17	66029730	66030021
chr13	93319956	93321203
chr15	93126856	93127514
chr15	83058983	83059508
chr7	117047698	117048829
chr3	115893991	115894031
chr3	10446302	10446675
chr19	54920924	54921513
chr5	113294412	113295890
chr2	124725797	124726084
chr5	21303085	21303177
chr6	84552861	84553864
chr7	123352438	123352899
chr17	47549171	47549240
chr5	146783291	146783750
chr2	18251709	18252090
chr17	53465031	53465305
chr3	109440992	109441673
chr13	54321735	54321885
chr3	131134430	131135088
chr2	158880018	158880045
chr12	10377077	10377260
chr7	89229935	89230770
chr4	154025711	154026668
chr5	76908848	76909284
chr6	53116096	53116196
chr6	127926834	127927168
chr1	39865287	39866362
chr7	89852314	89852731
chr14	71856912	71857107
chr12	117700047	117700669
chr2	92494661	92495709
chr15	12927044	12928290
chr12	80114716	80116285
chr2	33981721	33981976
chr1	77258670	77259671
chr13	34121868	34122120
chr7	45382999	45383359
chr5	76461599	76462135
chr12	112379201	112380213
chr10	80804893	80806185
chr15	81011349	81012131
chr11	86919162	86920059
chr7	126500341	126500539
chr12	110864270	110864498
chr16	46927531	46928117
chr10	114401909	114402006
chr15	78574735	78574965
chr8	23464542	23464658
chr17	57001160	57001381
chr8	11452185	11452336
chr8	117249958	117250349
chr17	15744062	15744186
chr6	145575103	145575173
chr5	139939406	139941564
chr15	89092296	89092633
chr15	23903337	23903581
chr4	33896271	33896860
chr7	45343283	45346696
chr15	100746385	100746979
chr1	190879849	190880577
chr6	103924138	103924981
chr5	116336056	116336599
chr8	109358723	109358746
chr10	96394992	96395971
chr5	9151027	9151362
chr11	103887306	103888189
chr10	61547963	61548293
chr4	141643832	141644237
chr12	85143577	85144932
chr8	71495390	71495852
chr14	11844609	11846270
chr5	131452600	131453870
chr16	22686074	22686193
chr8	45241873	45242067
chr11	100195417	100196053
chr4	135645195	135645252
chr6	97398707	97399261
chr18	80676532	80676722
chr2	31306956	31307535
chr4	81573271	81573349
chr15	59312694	59313033
chr16	7158908	7159488
chr3	84435557	84436043
chr9	120007437	120007727
chr17	34019039	34019446
chr15	100183591	100184074
chr9	43338028	43338137
chr2	31519381	31519861
chr6	5764262	5764952
chr3	141935114	141935580
chr5	112784049	112784858
chr18	50107347	50108457
chr11	53723477	53723703
chr13	95535851	95535914
chr15	27905515	27906255
chr18	6165369	6165602
chr15	89253166	89253315
chr1	190849495	190850924
chr3	53263003	53263781
chr5	144177514	144177672
chr11	118957788	118958181
chr16	20794209	20794509
chr11	69448064	69449462
chr2	74147616	74148607
chr3	102224342	102225492
chr1	37700593	37700838
chr5	142763896	142764976
chr6	121061913	121062471
chr11	59731406	59731535
chr17	12533481	12533908
chr14	60966430	60966491
chr6	38946676	38947129
chr3	145913444	145913784
chr2	118692783	118693761
chr10	95608211	95609157
chr4	44453376	44453442
chr6	114140030	114140157
chr1	181971013	181971671
chr4	107584595	107584695
chr1	155218781	155220444
chr11	108945634	108947030
chr13	110017814	110018901
chr5	114323060	114323585
chr4	133217495	133218492
chr7	123316482	123317448
chr1	180987454	180987614
chr15	80343973	80344219
chr11	85492848	85493060
chr3	102340751	102341589
chr18	14611040	14611481
chr7	118996753	118999463
chr4	89006061	89006440
chr5	134518276	134519596
chr5	74036491	74036836
chr8	117559058	117559549
chr10	81276780	81277328
chr9	61238137	61238333
chr4	12056656	12057017
chr17	56130533	56130888
chr10	120895774	120895822
chr2	171594701	171594921
chr1	158248879	158249239
chr7	138407671	138408064
chr7	35517313	35517408
chr11	103916827	103916867
chr18	46971810	46971972
chr6	135067419	135067686
chr2	91326552	91327607
chr1	34744812	34745280
chr6	40135846	40136172
chr18	25587409	25587906
chr19	32956003	32956125
chr11	44153195	44153777
chr13	71303372	71303768
chr7	133234656	133235054
chr2	18246947	18247328
chr16	45921879	45922091
chr9	92594112	92594692
chr19	38482728	38483584
chr2	166737923	166738541
chr4	40470455	40471927
chr5	75982772	75982861
chr5	134759156	134759593
chr12	48674423	48674526
chr11	89879121	89879870
chr6	135518983	135519157
chr2	170578656	170579782
chr7	68204837	68205553
chr2	164992358	164992989
chr18	67935340	67935576
chr9	57463630	57463824
chr10	68108266	68108762
chr16	90413460	90414614
chr19	46420289	46420684
chr9	61592507	61592794
chr8	120264042	120265777
chr10	86830280	86830954
chr14	76251994	76252732
chr19	57299108	57299199
chr6	92261052	92261698
chr19	32939860	32940037
chr4	78037160	78037341
chr18	66770676	66770817
chr3	55019881	55021427
chr8	8636020	8636422
chr11	82202888	82203149
chr1	157085147	157085182
chr9	53796885	53797134
chr7	35014392	35014606
chr17	87375493	87377007
chr8	84717030	84717306
chr5	51970442	51970729
chr11	84033605	84033696
chr11	114639862	114640693
chr15	95821678	95821775
chr15	12151912	12152250
chr13	31802953	31803224
chr9	68798394	68798477
chr11	3705887	3706080
chr11	64311123	64311342
chr8	71348465	71348622
chr11	119588780	119589017
chr2	157929757	157930994
chr9	7952903	7954176
chr10	64268223	64268264
chr8	70122567	70123011
chr14	31400044	31400786
chrX	158941574	158941773
chr15	95029279	95029717
chr6	121468198	121468563
chr3	38218190	38218364
chr7	73374296	73375051
chr2	170775183	170775698
chr14	60247350	60247810
chr2	157459429	157460141
chr18	11228017	11228513
chr13	93076422	93077904
chr2	60555626	60556996
chr16	33435166	33435360
chr12	70263343	70263552
chr1	192856371	192857054
chr13	44424186	44425817
chr12	74311392	74311679
chr1	87602896	87603117
chr2	33970482	33970542
chr2	169931839	169932098
chr8	8771458	8771756
chr11	99701617	99701883
chrX	7655578	7656157
chr17	27214783	27215085
chrX	12102030	12102238
chr16	76683509	76685349
chr3	122079010	122079909
chr1	21464294	21464698
chr9	31634566	31634993
chr18	84033585	84034544
chr1	86298564	86298764
chr11	119931891	119935586
chr11	30218166	30218912
chr19	44000290	44000428
chr16	6442189	6442402
chr7	25019731	25020252
chr4	154959477	154960270
chr11	8586728	8587430
chr11	115339522	115340116
chr5	116915958	116916087
chr2	116958824	116959089
chr9	62272603	62274493
chr18	84027667	84028626
chr4	43283580	43283627
chr17	49063548	49063933
chr2	143878487	143879890
chr6	33189668	33189768
chr4	115887933	115888400
chr10	123366941	123367263
chr6	35017895	35018075
chr5	28135339	28135865
chr4	57139221	57140407
chr6	143538257	143539302
chr13	95208927	95209701
chr17	8425134	8426589
chr7	71467922	71469533
chr5	96651653	96652029
chr15	7154367	7154519
chr18	9391051	9391834
chr1	190874393	190875121
chr11	108057618	108058686
chr17	86836132	86836585
chr11	88014159	88015162
chr7	122712024	122712474
chr17	29243466	29243739
chr5	72428783	72429038
chr1	91129134	91129371
chr12	99754191	99754294
chr5	146703079	146703404
chr5	92010265	92010484
chr18	25864511	25865351
chr18	53799797	53800465
chr1	189911465	189911779
chr11	118566676	118567743
chr4	97883237	97883469
chr19	15342399	15342601
chr8	123841666	123842546
chr10	80368208	80368473
chr17	28895236	28895790
chr1	24586096	24587233
chr4	154090227	154090515
chr9	86853390	86853663
chr2	32403088	32403239
chrX	69732108	69732244
chr5	103721552	103721900
chr4	106958890	106959638
chr15	12226875	12227667
chr14	32006309	32006618
chr6	86100831	86101070
chr12	112916772	112916976
chr19	46962789	46963914
chr11	117773659	117773915
chr4	152984816	152985448
chr1	89881562	89882625
chr19	19470182	19470237
chr3	120088146	120088221
chr13	50989730	50990239
chr17	70464441	70464677
chr11	95249247	95249534
chr3	33025219	33025773
chr1	126684258	126684638
chr12	88503269	88503603
chr5	138723161	138724325
chr9	95451031	95451938
chr1	172389725	172390186
chr6	33386072	33386184
chr5	77400768	77400861
chr7	37818162	37818866
chr11	35367244	35367994
chr19	45797080	45797605
chr8	111598136	111598803
chr2	161811090	161811536
chr12	8786648	8787015
chr2	141227592	141228697
chr6	117021681	117021787
chr5	75838229	75838432
chr15	21437654	21437932
chr4	119658707	119659025
chr12	102697763	102698470
chr15	8014985	8016737
chr5	115544661	115544944
chrX	94647594	94647904
chr5	125126697	125127313
chr6	72884830	72885099
chr7	25124007	25124977
chr11	44003703	44003815
chr3	81195373	81195481
chr10	120194371	120195119
chr19	40766997	40767776
chr18	34266684	34267080
chr9	40287860	40288117
chr2	132219133	132219499
chr6	100185325	100185743
chr13	47967780	47968080
chr7	25692339	25692926
chr11	81956192	81956652
chr9	105446697	105447127
chr10	106585527	106585755
chr16	90142078	90142661
chr10	126870278	126870402
chr2	52548537	52548657
chr17	49937164	49937329
chr9	76827621	76827703
chr18	38439282	38439585
chr10	70304343	70304582
chr2	143701304	143701556
chr14	34820498	34820810
chr2	168272783	168273781
chr18	65116464	65116540
chr16	49958570	49959243
chr2	144002778	144003140
chr17	29796515	29796694
chr8	11441655	11441777
chr13	78192697	78193051
chr14	47690393	47690911
chr2	154555294	154557119
chr17	51954682	51954918
chr5	23980451	23981160
chr5	132352229	132353227
chr5	63889614	63889888
chr5	81590968	81591177
chr2	32869650	32869822
chr19	58327932	58329474
chr11	107314153	107314578
chr4	106473548	106473967
chr19	46966994	46967244
chr2	32786221	32786453
chr10	43073744	43074605
chr10	106817224	106817534
chr9	83096626	83096744
chr12	84670321	84670726
chr5	143265503	143266321
chr19	21408325	21408515
chr4	48048092	48048386
chr1	133449363	133450159
chr1	172753164	172753444
chr8	123210862	123211075
chr9	104377815	104377978
chr13	102397339	102397536
chr9	44083104	44084360
chr2	46521935	46522166
chr12	53256574	53257130
chr1	39499853	39500714
chr19	35825700	35825900
chr3	115643885	115644164
chr8	78040720	78041007
chr14	44646845	44646871
chr4	133005572	133006244
chr8	46268351	46269042
chr11	118659657	118660019
chr10	67222667	67222967
chr14	31401478	31401942
chr17	35726281	35726388
chr2	22619466	22619535
chr7	133401024	133401281
chr14	118700309	118701221
chr10	63095769	63095877
chr2	29228994	29229598
chr17	34038674	34038982
chr12	100961664	100963154
chr5	102176515	102177712
chr7	89906546	89907032
chr1	59986958	59987694
chr3	104409959	104410372
chr5	64294933	64295083
chrX	73655056	73655308
chr16	30923156	30924071
chr11	113436107	113437117
chr12	11050626	11050787
chr18	61735350	61735933
chr8	14116332	14116642
chr2	136784968	136785079
chr6	54559470	54560084
chr2	86786284	86786418
chr8	23191449	23191791
chr17	25028857	25029163
chr12	82922999	82923172
chr10	119225950	119226198
chr18	39310332	39310665
chr16	45736394	45736497
chr4	154738298	154739148
chr18	47129370	47129720
chr7	97608588	97608714
chr10	120336695	120336907
chr5	147724201	147724986
chr2	166743159	166743777
chr9	79390065	79390250
chr5	99363304	99364646
chr7	81130682	81131618
chr17	79379482	79379603
chr6	29433474	29434289
chr13	36586065	36586967
chr14	49702387	49702593
chr9	79929863	79930773
chr3	86099349	86099775
chr6	71708103	71708450
chr1	38400839	38401241
chr19	54688915	54689364
chr11	60281556	60282067
chr1	153246247	153246339
chr8	46003318	46003627
chr11	117684923	117685299
chr10	70252976	70254287
chr1	164567673	164568298
chr8	10567378	10568015
chr17	11319973	11320132
chr8	123206436	123206649
chr5	65644340	65644558
chr12	83566500	83566879
chr13	58891349	58891459
chr5	20586314	20586627
chr1	184964271	184964932
chr15	10870583	10871127
chr4	87366998	87367792
chr1	77468539	77469135
chr7	139931379	139931424
chr12	36130476	36130932
chr7	16111019	16111511
chr2	152676429	152677244
chr10	62558706	62559258
chr10	123127815	123129078
chr6	138580143	138580894
chr4	155620824	155621214
chr7	140205641	140206358
chr10	108229038	108229249
chr2	142711221	142711622
chr8	42082839	42082899
chr19	41289555	41290173
chr3	37908311	37908490
chr4	108384546	108384717
chr2	164175403	164175522
chr15	88688292	88689098
chr11	113215589	113215802
chr1	190419674	190420456
chr11	6483803	6484733
chr4	135736269	135736589
chr3	86094497	86094923
chr11	116004241	116004425
chr12	113135858	113136788
chr1	31200459	31200556
chr12	117564297	117564520
chr5	128761100	128761273
chr5	118574847	118576159
chr4	117825126	117825203
chr2	28529184	28529544
chr11	95034010	95035247
chr11	120563871	120564023
chr16	87472574	87472647
chr7	131028165	131028834
chr4	143244003	143244524
chrX	166678728	166679020
chr5	136379783	136380392
chr8	14773606	14773962
chr12	112680396	112680766
chr19	32499006	32499411
chr9	96513404	96513831
chr4	153909898	153910209
chr1	172431324	172431737
chr17	29466643	29467572
chr10	59517067	59517357
chr12	29705920	29706091
chr18	37187994	37188707
chr16	90108039	90109514
chr13	56031148	56031234
chr10	122862211	122862989
chr2	158133905	158134190
chr4	118253030	118253118
chr12	77179586	77180285
chr13	56334397	56334898
chr11	118413385	118413425
chr1	57843715	57844686
chr16	85211902	85213106
chr3	88229660	88230296
chr1	37954534	37955254
chr1	166568226	166568328
chr13	60350791	60350962
chr4	140752797	140753297
chr4	124304699	124305976
chr19	18555249	18555291
chr10	57528803	57529063
chr1	153131768	153132374
chr17	5015028	5015421
chr1	91183147	91184174
chr6	82843315	82843448
chr2	50119583	50119795
chr14	76699249	76699702
chr6	98483001	98483449
chr7	45343662	45344483
chr5	131958867	131960607
chr6	97225852	97228061
chr5	135416224	135416328
chr5	146446765	146446897
chr6	21585106	21585710
chr19	23060417	23061411
chr10	77121072	77121884
chr7	49288005	49288325
chr11	95040484	95041721
chr2	7171590	7172068
chr12	77217811	77217957
chr2	174562503	174563142
chr1	182841673	182841805
chr18	76208907	76209387
chr16	43800086	43800485
chr1	130659498	130659583
chr2	4596280	4596326
chr17	70861741	70861890
chr12	40545050	40545138
chr13	60315302	60315502
chr1	193349353	193349718
chr3	68143490	68144165
chr10	127727061	127728255
chr15	51805462	51805669
chr13	37968424	37968514
chr14	57139485	57139723
chr8	105343502	105344453
chr9	36990791	36991697
chr15	68158287	68158847
chr11	87223950	87224636
chr12	104444831	104445291
chr1	84625554	84626222
chr1	4380356	4380525
chr1	51876005	51877305
chr2	125509448	125510268
chr6	21644878	21645596
chr2	163059124	163059333
chr2	131552269	131552475
chr3	130817010	130817640
chr7	75489154	75489389
chr19	48561917	48562192
chr10	40077389	40077439
chr19	37612358	37612504
chr15	101805635	101806245
chr14	51919066	51919573
chr11	108224086	108225433
chr3	62417773	62417991
chr10	98824202	98824576
chr10	69857564	69858687
chr4	91177838	91178245
chr18	73458263	73459117
chr16	72733557	72734212
chr13	101699328	101699893
chr8	13691944	13692789
chr11	59823686	59823744
chr14	12065486	12066136
chr9	42644583	42644857
chr1	152657738	152658112
chr19	48291148	48291506
chr7	78599402	78599667
chr12	85428546	85428605
chr2	102795436	102795962
chr16	34687284	34688006
chr7	100615783	100616177
chr7	63892804	63893145
chr7	123291098	123292050
chr9	112171897	112172238
chr4	141683701	141684322
chr10	81398774	81399233
chr6	100230529	100230677
chr9	67030171	67030447
chr10	94521124	94521360
chr8	105321148	105321539
chr11	40598682	40598793
chrX	41549895	41550074
chr6	31150675	31151943
chr7	112913918	112915482
chr4	9096749	9097387
chr6	85272713	85274006
chr15	97029809	97029925
chr2	130041434	130042297
chr13	3942532	3942657
chr11	84646487	84646909
chr18	65013040	65013607
chr14	57319699	57320692
chr11	107309303	107309728
chr5	128422820	128423214
chr8	12179758	12180304
chr3	127415909	127416068
chr6	82775054	82775496
chr6	96013672	96013881
chr2	167581045	167581394
chr4	119130444	119130553
chr11	71779676	71780016
chr16	91849438	91849656
chr1	75426960	75427244
chr8	82495946	82496013
chr17	56748434	56748587
chr4	87828490	87828555
chr8	93635406	93636093
chr17	64190756	64190822
chr11	106948468	106948774
chr14	31670776	31671527
chr6	125358838	125359042
chr11	118064171	118064303
chr7	113124447	113125023
chr10	22017409	22017654
chr6	96412775	96413220
chr4	153541032	153541793
chr11	82689498	82690490
chr2	179810131	179810271
chr3	117808411	117809130
chr5	122271670	122271942
chr1	154200491	154200579
chr18	57484347	57485474
chr5	73292293	73292620
chr11	68754253	68755530
chr7	28485409	28486324
chr7	109188015	109188776
chr11	35434669	35434856
chr18	12850220	12851740
chr6	54333457	54333494
chr14	78635328	78635862
chr10	79805441	79806168
chr11	35665637	35666249
chr6	88814615	88815324
chr18	39305666	39305999
chr4	141345898	141346046
chr14	57555847	57557260
chr1	80227241	80227345
chr15	30982396	30982568
chr12	87326840	87328466
chr3	89336093	89336291
chr3	81832514	81833477
chr10	77234566	77235510
chr10	117067784	117067908
chr15	96279333	96279444
chr10	60480583	60480765
chr3	32630360	32630555
chr12	30119741	30120379
chr2	154714819	154715387
chr15	94966689	94966955
chr19	23830743	23831218
chr8	104428801	104429782
chr17	45615893	45617316
chr18	26674029	26674178
chr16	24107414	24107885
chr3	134908108	134908272
chr4	95918162	95918619
chr9	15548942	15549217
chr10	117438342	117439291
chr7	98857834	98858315
chr11	9416616	9416777
chr5	123813277	123813703
chrX	135778400	135778628
chr5	120495525	120495932
chr3	84584220	84584801
chr5	73583285	73583393
chr5	144575850	144576372
chr13	104521583	104522075
chr14	50979700	50979914
chr7	135454073	135454251
chr4	131816428	131816851
chr5	25837871	25838005
chr11	106516462	106516536
chr16	31501088	31501311
chr8	119462744	119463793
chr11	98733752	98734740
chr14	31466561	31466869
chr13	51778482	51778953
chr3	132208012	132208221
chr7	24113039	24113085
chr5	123825682	123826966
chr2	173180617	173181257
chr4	63222101	63222438
chr13	58545486	58546419
chr19	21211409	21211808
chr15	36542751	36543297
chr11	69171856	69172866
chr4	35472163	35472227
chr3	105712543	105713819
chr14	45651615	45652348
chr10	120649656	120650546
chr8	107043194	107043415
chr9	49466832	49467582
chr5	70968819	70969221
chr3	107831027	107831673
chr4	136736774	136739094
chr4	129690120	129690851
chr4	20591809	20591994
chr7	46127230	46127584
chr15	76206828	76207319
chr17	68629281	68629536
chr7	49363117	49363490
chr10	79914827	79916200
chr6	85421393	85421849
chr6	21796089	21796513
chr11	95012648	95012813
chr12	87168029	87168141
chr13	38662073	38662278
chr13	99421496	99422369
chr6	54540126	54540656
chr11	33855444	33856240
chr4	77651130	77651465
chr14	67772295	67772545
chr2	172280223	172281216
chr17	87320870	87321232
chr4	34875434	34875639
chr18	61012923	61013790
chr2	127555422	127556394
chr15	58487506	58488026
chr6	88979271	88979948
chr11	95398669	95398868
chr11	68821012	68821794
chr19	46973753	46974160
chr13	118365819	118366258
chr19	46518050	46518634
chr11	84710086	84711398
chr2	129972010	129972474
chr7	45033300	45033510
chr1	74200315	74200939
chr5	3369349	3369947
chr19	17267100	17267365
chr5	52940642	52941422
chr2	30545861	30545982
chr5	86089059	86089140
chr4	40885463	40885960
chr11	74506120	74506201
chr1	57907214	57908640
chr6	50708185	50709116
chr10	50595468	50595758
chr7	13266539	13267168
chr17	62961166	62961380
chr4	40300964	40301204
chr1	143933016	143933321
chr9	31579462	31580212
chr5	32992860	32994065
chr1	37650777	37651277
chr6	102521024	102521169
chr4	35070607	35070936
chr6	29201767	29202707
chr16	31008468	31008927
chr8	86181183	86182203
chr11	72528192	72528262
chr15	8160854	8161086
chr16	30283019	30283188
chr16	90121047	90121741
chr19	25571389	25572157
chr13	63253600	63256941
chr12	74040497	74041574
chr8	123681271	123681325
chr8	11205613	11206062
chr4	48589440	48590590
chr8	14991855	14992091
chr5	31880240	31880586
chr12	108314146	108314372
chr9	69025697	69025894
chr11	82412920	82413112
chr18	23871231	23871442
chr19	7085855	7086619
chr3	142793290	142793764
chr2	155723894	155724354
chr2	166568778	166568851
chr11	32764898	32765546
chr15	59012204	59012977
chr12	34290057	34290430
chr15	102240462	102241131
chr5	73321185	73321464
chr1	132021629	132022091
chr3	147088921	147090030
chr19	46879412	46879792
chr9	61463012	61463616
chr11	6574424	6574653
chr6	72509482	72510534
chr10	14019142	14019266
chr14	103978010	103978161
chr3	54862324	54862751
chr10	68390181	68390764
chr14	112383225	112383832
chr7	139089954	139090299
chr4	141688943	141689564
chr10	31590555	31591248
chr13	102832694	102833255
chr18	25606998	25607543
chr11	77805068	77805366
chr12	8324269	8325003
chr12	106312067	106312711
chr15	77350542	77350966
chr13	72910747	72911055
chr6	115958993	115959191
chr4	108753479	108753726
chr12	32140920	32141051
chr18	61103531	61103866
chr10	43090409	43090925
chr6	39672707	39673642
chr10	83020755	83021334
chr1	180435145	180435458
chr3	82133882	82134083
chr8	106718794	106719450
chr1	75590325	75590412
chr2	83736172	83737522
chr10	119270524	119270643
chr12	33317230	33317614
chr12	111249246	111249349
chr10	40974287	40975916
chr1	122043662	122043777
chr7	81012274	81012389
chr7	68412019	68412251
chr2	7307125	7307687
chr4	152429195	152429383
chr9	60559944	60560974
chr6	100790507	100791010
chr4	134586984	134587215
chr5	128149375	128149731
chr11	46431674	46431857
