chrom	start	end
chr5	108319257	108319363
chr5	107285659	107286027
chr5	107250508	107250823
chr5	106539325	106539492
chr5	106511282	106511757
chr5	105671391	105671597
chr5	105475852	105476181
chr5	105433675	105434247
chr5	104144376	104144762
chr5	104096053	104096679
chr5	103908161	103908794
chr5	103281065	103281200
chr5	102718406	102718559
chr5	102483493	102483672
chr5	102295656	102295880
chr5	101996406	101996693
chr5	101805235	101805390
chr5	101784165	101784852
chr5	101427016	101427505
chr5	100947677	100947798
chr5	100926235	100926453
chr5	100712526	100712649
chr5	100573136	100573346
chr5	100495178	100495355
chr5	100492077	100492322
chr5	100452067	100452317
chr5	100423686	100423882
chr5	100198865	100199531
chr5	100169854	100169920
chr5	100155725	100156495
chr5	100042490	100042633
chr5	100004842	100005078
chr5	99779337	99779532
chr5	99715005	99715300
chr5	99630148	99630253
chr5	99587850	99587918
chr5	99454668	99455015
chr5	99285862	99287255
chr5	99260036	99260248
chr5	99010274	99010792
chr5	98281717	98282889
chr5	96929293	96929746
chr5	96905923	96906525
chr5	96708737	96709223
chr5	96559438	96559729
chr5	96388096	96389143
chr5	95984855	95985082
chr5	95941566	95942069
chr5	92484941	92485062
chr5	92209303	92209627
chr5	92106871	92106946
chr5	92081670	92082067
chr5	92007426	92007626
chr5	90777572	90778001
chr5	90589352	90589761
chr5	90504790	90505674
chr5	89981232	89981770
chr5	89944561	89945248
chr5	89664704	89665099
chr5	89223170	89223431
chr5	87539110	87539269
chr5	86820464	86820680
chr5	86086978	86087059
chr5	81983394	81984029
chr5	81593177	81593386
chr5	81471098	81471372
chr5	81364105	81364613
chr5	80736848	80736976
chr5	77789140	77789307
chr5	77712667	77713044
chr5	77663276	77663486
chr5	77647859	77648027
chr5	77398675	77398768
chr5	77099290	77099414
chr5	76682352	76682534
chr5	76233239	76233307
chr5	75984861	75984950
chr5	75428804	75429255
chr5	74385678	74385749
chr5	74182443	74182560
chr5	74042248	74042643
chr5	73955243	73955452
chr5	73707777	73707968
chr5	73532487	73533524
chr5	73323464	73323743
chr5	73212590	73212812
chr5	72855647	72855983
chr5	72698972	72699623
chr5	72436590	72436667
chr5	72229157	72229294
chr5	71726191	71726296
chr5	70222581	70223072
chr5	69108897	69109085
chr5	68260572	68260754
chr5	67936094	67936428
chr5	67793873	67794197
chr5	67662804	67663278
chr5	66497507	66498008
chr5	66415623	66416596
chr5	66405227	66405670
chr5	65950410	65951092
chr5	65858917	65859365
chr5	65770602	65770800
chr5	65646558	65646776
chr5	65613656	65613758
chr5	65540103	65540346
chr5	65025912	65026063
chr5	64738257	64739786
chr5	64647296	64648084
chr5	64574558	64575061
chr5	64443617	64443687
chr5	64374638	64375057
chr5	64274799	64274921
chr5	63831426	63831483
chr5	63700559	63700702
chr5	63463377	63463414
chr5	62089768	62090158
chr5	61221169	61221388
chr5	57814399	57814749
chr5	57757777	57757953
chr5	57575852	57576028
chr5	57574638	57575220
chr5	57338667	57338805
chr5	57281376	57281574
chr5	56231809	56232069
chr5	55533541	55533715
chr5	55449110	55449400
chr5	54283114	54283277
chr5	54081351	54081650
chr5	53706926	53707452
chr5	53538048	53538135
chr5	53048157	53048184
chr5	52643891	52644360
chr5	52110896	52111015
chr5	51972729	51973016
chr5	51610178	51610688
chr5	49785182	49785381
chr5	49555189	49555401
chr5	49310283	49310808
chr5	49302182	49302267
chr5	49043254	49043419
chr5	48718823	48719061
chr5	48425539	48425695
chr5	48361275	48361733
chr5	45948500	45948681
chr5	45218979	45219113
chr5	44772808	44772870
chr5	44734046	44734400
chr5	44688686	44688804
chr5	44573706	44574187
chr5	44356133	44356345
chr5	43847962	43848193
chr5	43515414	43515810
chr5	43399235	43399328
chr5	43166257	43166318
chr5	42272108	42272273
chr5	41637578	41637701
chr5	41381160	41381206
chr5	39637973	39638278
chr5	39417016	39418065
chr5	38686638	38686778
chr5	38686336	38686371
chr5	38488400	38488778
chr5	38384143	38384245
chr5	38200421	38200583
chr5	37901402	37901857
chr5	37893980	37894525
chr5	37717909	37718519
chr5	37615348	37615595
chr5	37597928	37598297
chr5	37522037	37522849
chr5	37484077	37484212
chr5	37280938	37281501
chr5	37186157	37186311
chr5	37171223	37171325
chr5	37161081	37161492
chr5	36949846	36950182
chr5	36944210	36944872
chr5	36887766	36888128
chr5	36879282	36879670
chr5	36818125	36818191
chr5	36789306	36789536
chr5	36784312	36784409
chr5	35810685	35811449
chr5	35756340	35756739
chr5	35748592	35749027
chr5	35701446	35701691
chr5	35215587	35216151
chr5	34451520	34451604
chr5	34438400	34438553
chr5	34284750	34285283
chr5	34000177	34000295
chr5	33456668	33456715
chr5	33234128	33234742
chr5	32504226	32504882
chr5	32369254	32369634
chr5	32368488	32368720
chr5	31954574	31954740
chr5	31200308	31200548
chr5	31174453	31174686
chr5	31084002	31084777
chr5	30842040	30842273
chr5	30793358	30793405
chr5	30441120	30441366
chr5	30440461	30440751
chr5	30355276	30355450
chr5	30040860	30040900
chr5	29688387	29688648
chr5	29254025	29254127
chr5	28731608	28731703
chr5	27656007	27656414
chr5	27408593	27409170
chr5	27399018	27399088
chr5	27315604	27315733
chr5	27250320	27250568
chr5	26462777	26462889
chr5	25841395	25841817
chr5	25840005	25840139
chr5	24897737	24897866
chr5	24834220	24835366
chr5	24817443	24817778
chr5	24524887	24526250
chr5	24421328	24421432
chr5	24236837	24237039
chr5	23992267	23992557
chr5	23769152	23769294
chr5	23658094	23658564
chr5	23652012	23652094
chr5	23546978	23547375
chr5	23517946	23518674
chr5	23413504	23413857
chr5	22897797	22898069
chr5	22511603	22511675
chr5	22414250	22414546
chr5	21780826	21780923
chr5	21769755	21770066
chr5	21711723	21711838
chr5	21623501	21623587
chr5	21526917	21527157
chr5	21175348	21175773
chr5	20927151	20927345
chr5	20809296	20809721
chr5	19225510	19225757
chr5	15877124	15877578
chr5	9389145	9389253
chr5	9115062	9115324
chr5	5689140	5689366
chr5	5638836	5638894
chr5	5402043	5402253
chr5	4926796	4926872
chr5	4677492	4677663
chr5	4354391	4355143
chr5	3954059	3954210
chr5	3832894	3833099
chr4	155028940	155031353
chr4	139284613	139285208
chr4	143334397	143335687
chr4	127993172	127994102
chr4	150750584	150753089
chr4	136816415	136817705
chr4	139213826	139214341
chr4	33549091	33550363
chr4	57905280	57906315
chr4	142209748	142210546
chr4	134601424	134603099
chr4	134646642	134649276
chr4	139961790	139962427
chr4	13689781	13690868
chr4	85174796	85175893
chr4	131750760	131753422
chr4	152517362	152518348
chr4	42933455	42934719
chr4	138732716	138734347
chr4	107906619	107907136
chr4	136732454	136734774
chr4	117316770	117317975
chr4	45467382	45467766
chr4	32387076	32388883
chr4	136996799	136999864
chr4	138895592	138896106
chr4	142234853	142235793
chr4	126838533	126839944
chr4	46921128	46921977
chr4	155016700	155017823
chr4	57037282	57038878
chr4	118036668	118037614
chr4	136983321	136983953
chr4	124035254	124035946
chr4	22094491	22096104
chr4	118015832	118016734
chr4	154502738	154503391
chr4	134603516	134605665
chr4	148327127	148327948
chr4	134661869	134663503
chr4	45678225	45678710
chr4	137154055	137154328
chr4	133528551	133528880
chr4	124206124	124207423
chr4	153415598	153417144
chr4	127234362	127235229
chr4	96394877	96395418
chr4	42886003	42887832
chr4	128606683	128608648
chr4	82906695	82908042
chr4	152548322	152550019
chr4	152078114	152078856
chr4	138684488	138685093
chr4	138540027	138540772
chr4	139260898	139261302
chr4	128441558	128443556
chr4	83901899	83903121
chr4	141730213	141730979
chr4	131208089	131208782
chr4	125777761	125778341
chr4	137813635	137814507
chr4	108058767	108061158
chr4	139767276	139768125
chr4	102595831	102596662
chr4	140309166	140309626
chr4	131380662	131381556
chr4	141815822	141816441
chr4	152581613	152582526
chr4	137930463	137931673
chr4	124621415	124622085
chr4	152281693	152283890
chr4	129223408	129224457
chr4	62606671	62608150
chr4	148120633	148121262
chr4	141932654	141933042
chr4	81418530	81419008
chr4	148306430	148306940
chr4	136916439	136917494
chr4	138901126	138902104
chr4	131416835	131417785
chr4	104507701	104508599
chr4	150725306	150726006
chr4	107834396	107835155
chr4	103734726	103735069
chr4	140657549	140658883
chr4	128796955	128797432
chr4	148283565	148285388
chr4	148240247	148240670
chr4	136934872	136935291
chr4	104689657	104691211
chr4	104619039	104619926
chr4	123677633	123678336
chr4	55011327	55012906
chr4	126648134	126649024
chr4	130797410	130797831
chr4	142496269	142497642
chr4	134627615	134628460
chr4	107730161	107731925
chr4	142769860	142770536
chr4	139492621	139492975
chr4	139040102	139040449
chr4	133198070	133198917
chr4	140255827	140256777
chr4	85051369	85052041
chr4	128689294	128689670
chr4	32076473	32077185
chr4	118058143	118058906
chr4	59210693	59211054
chr4	46722383	46723528
chr4	155096182	155096938
chr4	104768450	104769685
chr4	46975459	46975963
chr4	130162270	130163778
chr4	45763659	45764549
chr4	128690319	128690879
chr4	47450229	47450977
chr4	130987851	130988185
chr4	151691212	151691597
chr4	143339597	143340388
chr4	129817638	129819154
chr4	124645423	124646584
chr4	149336030	149336548
chr4	137935282	137935811
chr4	98693849	98694293
chr4	53692263	53692569
chr4	150866563	150866846
chr4	154024911	154025787
chr4	153980522	153981334
chr4	141364451	141364796
chr4	141271964	141272124
chr4	137510290	137510619
chr4	136084414	136084804
chr4	129220910	129223400
chr4	120701980	120702605
chr4	107598388	107599139
chr4	59013506	59013615
chr4	43291008	43291610
chr4	33519933	33521892
chr4	138513018	138513346
chr4	129678060	129679203
chr4	47813845	47814780
chr4	120068187	120068550
chr4	33922436	33923801
chr4	155311063	155311999
chr4	155156495	155157263
chr4	153962220	153963176
chr4	153651957	153654419
chr4	153469796	153470617
chr4	147952314	147952880
chr4	142527209	142527706
chr4	139290947	139292114
chr4	139273769	139274258
chr4	138470943	138471638
chr4	138095012	138096347
chr4	137271762	137272167
chr4	137265842	137266379
chr4	131919643	131920743
chr4	130990746	130991303
chr4	130952642	130953155
chr4	120062223	120063020
chr4	119879749	119881125
chr4	91114558	91114774
chr4	63117975	63118084
chr4	56088841	56089194
chr4	48607111	48607368
chr4	14950710	14950843
chr4	46146267	46146915
chr4	153723391	153724937
chr4	153421726	153422311
chr4	143241482	143242003
chr4	114648750	114649013
chr4	106857975	106858691
chr4	84199520	84199546
chr4	139244140	139244365
chr4	130093088	130094735
chr4	106452164	106452899
chr4	46782086	46782625
chr4	46634096	46635442
chr4	135214903	135215750
chr4	155304408	155305433
chr4	136743388	136744854
chr4	127788665	127789647
chr4	41765661	41766137
chr4	152832611	152833901
chr4	150103713	150103992
chr4	139464034	139464662
chr4	133052909	133054580
chr4	125864764	125865481
chr4	106895792	106896514
chr4	106633291	106635027
chr4	106581993	106582808
chr4	106168933	106170016
chr4	84377355	84377839
chr4	49056080	49057343
chr4	40882966	40883463
chr4	140721140	140721688
chr4	124208703	124209417
chr4	8729848	8730159
chr4	149553787	149555259
chr4	128949629	128949876
chr4	120163984	120164316
chr4	118572702	118573310
chr4	63225457	63226005
chr4	152499298	152499363
chr4	151985688	151986012
chr4	140100842	140101110
chr4	98076184	98077325
chr4	85116751	85117189
chr4	138978781	138979490
chr4	48609260	48609895
chr4	149152380	149152750
chr4	129119880	129120475
chr4	128341111	128341886
chr4	80048040	80048330
chr4	3955130	3955315
chr4	131489800	131490184
chr4	86302122	86303068
chr4	140479926	140481256
chr4	154026804	154027163
chr4	131429199	131429774
chr4	127509983	127510540
chr4	114459305	114460906
chr4	125398500	125398843
chr4	118112398	118112979
chr4	44954684	44954928
chr4	119222507	119223139
chr4	62398110	62398629
chr4	125424534	125425491
chr4	135524059	135525771
chr4	127194245	127195096
chr4	107849155	107850171
chr4	53747896	53748555
chr4	152077124	152077452
chr4	127747971	127748369
chr4	139265517	139266278
chr4	141901608	141902726
chr4	139641903	139642414
chr4	138486178	138486519
chr4	134942956	134943130
chr4	148767943	148769026
chr4	154333241	154333673
chr4	149378275	149378576
chr4	128786994	128789226
chr4	54193797	54194974
chr4	148527311	148528039
chr4	148251819	148252379
chr4	45392791	45393250
chr4	151213470	151213800
chr4	153206790	153207513
chr4	140297877	140298347
chr4	136828544	136828629
chr4	104481721	104482628
chr4	114477060	114477890
chr4	152621275	152621803
chr4	151881825	151882403
chr4	138463840	138465762
chr4	15080317	15080879
chr4	108093171	108093535
chr4	125957270	125957732
chr4	106475967	106476386
chr4	97647377	97648516
chr4	152511170	152511766
chr4	122998703	122999815
chr4	120268342	120269792
chr4	54282534	54283205
chr4	149605656	149607027
chr4	117646141	117646658
chr4	110160205	110160705
chr4	134404375	134405788
chr4	82306006	82306742
chr4	120997092	120997824
chr4	57063700	57064333
chr4	33545425	33545716
chr4	148226451	148227318
chr4	118356285	118356881
chr4	34705790	34706113
chr4	148513025	148513875
chr4	128782351	128783093
chr4	120126122	120127029
chr4	54331133	54332939
chr4	153515795	153516021
chr4	152725388	152726173
chr4	133664742	133665711
chr4	120248561	120248781
chr4	119721107	119721410
chr4	63097462	63097732
chr4	55221877	55223307
chr4	40637062	40637788
chr4	151568526	151569087
chr4	101510995	101511368
chr4	63459203	63459795
chr4	135570765	135571140
chr4	134615542	134616775
chr4	136387218	136388478
chr4	152459484	152460015
chr4	135362871	135363356
chr4	150207532	150207686
chr4	103441677	103442308
chr4	149655220	149655823
chr4	123738777	123739439
chr4	153543793	153544554
chr4	22392635	22393803
chr4	76351115	76351443
chr4	125727422	125729082
chr4	124919156	124919613
chr4	5793664	5794142
chr4	134660647	134661550
chr4	125534151	125534833
chr4	110133928	110134365
chr4	100863863	100865810
chr4	134718507	134718693
chr4	141487584	141487800
chr4	59877979	59878795
chr4	135300247	135300741
chr4	118255118	118255206
chr4	101085196	101085573
chr4	87963179	87963730
chr4	151824034	151825171
chr4	151718426	151719006
chr4	139630006	139630262
chr4	137133483	137135216
chr4	136955516	136955851
chr4	131159424	131160470
chr4	129652540	129653238
chr4	124854494	124854952
chr4	124198274	124199565
chr4	117500950	117501407
chr4	110045890	110046799
chr4	104244908	104245369
chr4	99132519	99133639
chr4	91180245	91180652
chr4	82684458	82685199
chr4	57757708	57758400
chr4	55048670	55049668
chr4	53864863	53865302
chr4	29133333	29134274
chr4	15414493	15414839
chr4	155574986	155575246
chr4	154674964	154675640
chr4	154556300	154556592
chr4	153476951	153479567
chr4	153170995	153171277
chr4	152928611	152929342
chr4	152904219	152904307
chr4	152779937	152780278
chr4	152480796	152482367
chr4	152261507	152262421
chr4	152023284	152023379
chr4	151066526	151067860
chr4	150531598	150532231
chr4	150258172	150259503
chr4	150245251	150245961
chr4	150120092	150121040
chr4	149602199	149602590
chr4	149361046	149361270
chr4	148220736	148221245
chr4	143036679	143036994
chr4	142638937	142639826
chr4	141995881	141997174
chr4	141683475	141684094
chr4	141090118	141090805
chr4	141076063	141077483
chr4	141014431	141015682
chr4	140527904	140528297
chr4	138854700	138856164
chr4	138722376	138722803
chr4	137960108	137961669
chr4	137927092	137927226
chr4	137911045	137911689
chr4	137691840	137692364
chr4	137677154	137677443
chr4	136953317	136953523
chr4	134517331	134518076
chr4	133421316	133421524
chr4	130224527	130224951
chr4	129262779	129263997
chr4	128712831	128713229
chr4	128358094	128359347
chr4	126592045	126592537
chr4	126577024	126577387
chr4	126124615	126124753
chr4	125970132	125970971
chr4	123334550	123336072
chr4	123239457	123240277
chr4	120327404	120327863
chr4	120063025	120064201
chr4	119872393	119872570
chr4	119441756	119441959
chr4	118131346	118131946
chr4	117328890	117329080
chr4	116032858	116033665
chr4	114642648	114642750
chr4	114385335	114385803
chr4	111073951	111074267
chr4	109910375	109910825
chr4	107830136	107830610
chr4	107130592	107130981
chr4	106566042	106566486
chr4	105331135	105331345
chr4	105170680	105171455
chr4	104563367	104564038
chr4	103095961	103096286
chr4	102608079	102608426
chr4	101579423	101580314
chr4	101568520	101569355
chr4	99968953	99970909
chr4	98857094	98857802
chr4	94262744	94262920
chr4	86873081	86873993
chr4	86557465	86557616
chr4	84389140	84389785
chr4	84189062	84189249
chr4	83022262	83023477
chr4	82769493	82770051
chr4	70406431	70406868
chr4	70229572	70230664
chr4	70059005	70059331
chr4	69761563	69762723
chr4	63557009	63557797
chr4	63118509	63118566
chr4	62698092	62699151
chr4	58961019	58961162
chr4	56962425	56964304
chr4	52864068	52864743
chr4	48342896	48343062
chr4	47202170	47202423
chr4	46823792	46824186
chr4	46770104	46770837
chr4	46534027	46534904
chr4	46101058	46101515
chr4	45832054	45833494
chr4	45699985	45700332
chr4	44224720	44225488
chr4	43874348	43874731
chr4	43726853	43727270
chr4	43494922	43495040
chr4	41472188	41472779
chr4	40915710	40916226
chr4	40649224	40649647
chr4	40069540	40071092
chr4	39782920	39783225
chr4	35525430	35525653
chr4	34429466	34429907
chr4	31935803	31936059
chr4	28966847	28966924
chr4	24662544	24663237
chr4	20767254	20767491
chr4	19041561	19041660
chr4	17985278	17985331
chr4	15895263	15896036
chr4	15041747	15041900
chr4	13586587	13586915
chr4	11879800	11880128
chr4	11772089	11772232
chr4	11548355	11548880
chr4	9692363	9692574
chr4	9640685	9641360
chr4	9132559	9133925
chr4	5452068	5452245
chr4	104892873	104893766
chr4	48666645	48666916
chr4	156249140	156249620
chr4	153907587	153907898
chr4	152482699	152483037
chr4	152244532	152245340
chr4	151703013	151703263
chr4	151552052	151552718
chr4	150816559	150818179
chr4	145219467	145220042
chr4	141507162	141507287
chr4	141348046	141348194
chr4	139988055	139988188
chr4	137212132	137213056
chr4	134704950	134706215
chr4	132131726	132132002
chr4	128564868	128565343
chr4	127533283	127533713
chr4	127224563	127225453
chr4	126485062	126485695
chr4	125020372	125022044
chr4	115916839	115916959
chr4	105030222	105030784
chr4	104545443	104545643
chr4	101072065	101072723
chr4	100248659	100248883
chr4	98658468	98658909
chr4	98541762	98542512
chr4	56929326	56930124
chr4	53562648	53563537
chr4	15326363	15326802
chr4	11993328	11993946
chr4	9593321	9593820
chr4	154665128	154665506
chr4	154024141	154024847
chr4	153497397	153497600
chr4	153457109	153457617
chr4	152491828	152492927
chr4	152013617	152014014
chr4	141330113	141330593
chr4	137542373	137542612
chr4	135617288	135618586
chr4	135226259	135226740
chr4	126300173	126300735
chr4	124307976	124309253
chr4	106438780	106439113
chr4	96545437	96546119
chr4	93885903	93885979
chr4	43937001	43937339
chr4	155281473	155282028
chr4	140348289	140348719
chr4	140284731	140285425
chr4	138970042	138970315
chr4	135733949	135734269
chr4	141271217	141271689
chr4	141056339	141056971
chr4	130151368	130152301
chr4	119368077	119368398
chr4	58580157	58580361
chr4	56969399	56970053
chr4	156229837	156230219
chr4	154956684	154957477
chr4	153716189	153717930
chr4	152300519	152300745
chr4	152092917	152093138
chr4	151729620	151730283
chr4	151719046	151719618
chr4	148301971	148302223
chr4	145164292	145165463
chr4	141198725	141198900
chr4	139091365	139092088
chr4	138972300	138973692
chr4	138890325	138890475
chr4	138657182	138657693
chr4	138481910	138482017
chr4	137200133	137200908
chr4	134641383	134642627
chr4	134126428	134127676
chr4	133166878	133166957
chr4	131783681	131784262
chr4	131710801	131710946
chr4	131352605	131353121
chr4	130960571	130961332
chr4	130862228	130862986
chr4	130833826	130834070
chr4	129949065	129949587
chr4	129257130	129257598
chr4	129124177	129125456
chr4	128711752	128712501
chr4	120894003	120894977
chr4	119253867	119254707
chr4	118416167	118417617
chr4	107607322	107607863
chr4	106937698	106938198
chr4	106789309	106790490
chr4	106565178	106565653
chr4	101456012	101456391
chr4	87369792	87370586
chr4	86863953	86864637
chr4	65078355	65078671
chr4	63752910	63753588
chr4	47273850	47274389
chr4	47225533	47226406
chr4	45991487	45991760
chr4	45020320	45021331
chr4	44306427	44307367
chr4	35096287	35096506
chr4	21981943	21983006
chr4	9192843	9193903
chr4	141617088	141617432
chr4	138921183	138921715
chr4	131543380	131543444
chr4	131431869	131432017
chr4	130817889	130818598
chr4	107453058	107453568
chr4	56748674	56749013
chr4	143100196	143100389
chr4	140028107	140028611
chr4	139750497	139750779
chr4	135647252	135647309
chr4	130530282	130531341
chr4	35397488	35397638
chr4	150865957	150866138
chr4	140551942	140552141
chr4	129615697	129616672
chr4	94757697	94758106
chr4	82344901	82345389
chr4	81218007	81218403
chr4	6689739	6690190
chr4	5411519	5412040
chr4	152778841	152779901
chr4	140529315	140529815
chr4	87108721	87109249
chr4	41518461	41519147
chr4	35189949	35190447
chr4	155157935	155158904
chr4	155069181	155069711
chr4	154022754	154023711
chr4	152535929	152536130
chr4	152278791	152279446
chr4	151641116	151642214
chr4	151351830	151352503
chr4	150999942	151000645
chr4	149918140	149919199
chr4	149839431	149840165
chr4	141245966	141246458
chr4	140723200	140723935
chr4	140491464	140492241
chr4	139584641	139584802
chr4	139258844	139259878
chr4	138651932	138652363
chr4	137876801	137877686
chr4	137476546	137477252
chr4	136749837	136751110
chr4	136421719	136421867
chr4	134476389	134477600
chr4	133563218	133563954
chr4	133299346	133300547
chr4	133073387	133075965
chr4	133045248	133046359
chr4	132856250	132856494
chr4	130263147	130265093
chr4	130012895	130013895
chr4	130011835	130012562
chr4	130009660	130010147
chr4	129369694	129370451
chr4	128489095	128489777
chr4	128483359	128483594
chr4	128149630	128150374
chr4	128098995	128099346
chr4	127542799	127543733
chr4	127185446	127185916
chr4	127178392	127179268
chr4	125855931	125856671
chr4	125644709	125645419
chr4	125311284	125311532
chr4	125172953	125173609
chr4	125116566	125116826
chr4	125109492	125110331
chr4	124400403	124401488
chr4	124397004	124397421
chr4	124265262	124266719
chr4	119171466	119171903
chr4	118341928	118342412
chr4	114461200	114461601
chr4	107536134	107536299
chr4	107151080	107151995
chr4	104597916	104598097
chr4	86450332	86450718
chr4	85434595	85435206
chr4	59895048	59895207
chr4	49559817	49560821
chr4	45510295	45510479
chr4	42918005	42919094
chr4	41029372	41029705
chr4	40518305	40519575
chr4	125651529	125651932
chr4	41564826	41565007
chr4	124605253	124606283
chr4	154223886	154224503
chr4	152091824	152092642
chr4	148298876	148299470
chr4	140450437	140451002
chr4	140449056	140449738
chr4	140241552	140241761
chr4	140144201	140144620
chr4	140038908	140039411
chr4	139052084	139053171
chr4	138380920	138381512
chr4	136726692	136727215
chr4	135853724	135854952
chr4	134133963	134134919
chr4	133201593	133201918
chr4	131782851	131783374
chr4	131045840	131046374
chr4	126246988	126247839
chr4	125086729	125087328
chr4	123186924	123187920
chr4	120280532	120280921
chr4	120271120	120272099
chr4	119922262	119922592
chr4	119244195	119245023
chr4	118262176	118263310
chr4	117224212	117224731
chr4	108032270	108033562
chr4	107318713	107319273
chr4	106961638	106962386
chr4	106914113	106914400
chr4	70391125	70392446
chr4	57010628	57011840
chr4	53625137	53625450
chr4	48688025	48688437
chr4	47881176	47882567
chr4	47118941	47119197
chr4	46841249	46841712
chr4	46775784	46776569
chr4	35140413	35141348
chr4	13350434	13350651
chr4	133309073	133309789
chr4	24659346	24660232
chr4	131818851	131819274
chr4	125229439	125230000
chr4	47518300	47518724
chr4	151310975	151311460
chr4	104450146	104451201
chr4	154464247	154465204
chr4	137492699	137493110
chr4	135138617	135139014
chr4	63034565	63034747
chr4	56722345	56722982
chr4	13339400	13340150
chr4	140924095	140924333
chr4	59713443	59713724
chr4	142951261	142951597
chr4	87822912	87823478
chr4	118280638	118281066
chr4	103325038	103325409
chr4	154741148	154741998
chr4	152697171	152697871
chr4	152221179	152222129
chr4	139479382	139479635
chr4	98756311	98756678
chr4	33524479	33525170
chr4	10905255	10905697
chr4	141844826	141845026
chr4	151808332	151809132
chr4	45040286	45040465
chr4	104337334	104337865
chr4	118295561	118297886
chr4	88011553	88011764
chr4	154498981	154500841
chr4	148419725	148419937
chr4	148404383	148405781
chr4	141767208	141767902
chr4	141686322	141686943
chr4	141382177	141382904
chr4	134673909	134674396
chr4	128715058	128715677
chr4	127971094	127971996
chr4	126325469	126325787
chr4	124549635	124550458
chr4	65317619	65318805
chr4	47531285	47531680
chr4	45824255	45825537
chr4	44557768	44559064
chr4	35068278	35068607
chr4	150869377	150870344
chr4	125007019	125007758
chr4	149380485	149380790
chr4	141259791	141260313
chr4	124989876	124990385
chr4	62566274	62566584
chr4	152494031	152494907
chr4	140733126	140733775
chr4	124200355	124200732
chr4	82494931	82498730
chr4	82400216	82400905
chr4	81561341	81562092
chr4	81282349	81282834
chr4	133375935	133376128
chr4	153110351	153110988
chr4	148711292	148711739
chr4	98975569	98976158
chr4	152862625	152864436
chr4	95476324	95476681
chr4	22187792	22188800
chr4	148940700	148941546
chr4	46286455	46287076
chr4	130552155	130553431
chr4	82268021	82268370
chr4	104261629	104262408
chr4	98536888	98537298
chr4	35136792	35136906
chr4	140541428	140541773
chr4	139601858	139602467
chr4	115764600	115765051
chr4	41542318	41542823
chr4	134937544	134938299
chr4	134682316	134683572
chr4	155342472	155343067
chr4	138165623	138166630
chr4	134589215	134589446
chr4	131100564	131101191
chr4	119894782	119896424
chr4	109884125	109884516
chr4	102854842	102855859
chr4	53565150	53566543
chr4	143069489	143069663
chr4	117862616	117862854
chr4	47035459	47035979
chr4	91081007	91081562
chr4	152185379	152186190
chr4	101082181	101082878
chr4	138539324	138539675
chr4	43583547	43583729
chr4	59460548	59460897
chr4	136780015	136780724
chr4	150842279	150842868
chr4	84762250	84762410
chr4	152429949	152430430
chr4	153925800	153926353
chr4	137900190	137900729
chr4	57654039	57654227
chr4	107639073	107639208
chr4	118427210	118428394
chr4	131657565	131658160
chr4	140775989	140776238
chr4	12319327	12319560
chr4	150951728	150952190
chr4	150880151	150880325
chr4	139892197	139892332
chr4	134421348	134421782
chr4	133528891	133529152
chr4	128942298	128942360
chr4	124652497	124653281
chr4	124196274	124196920
chr4	123956435	123957039
chr4	123934444	123934937
chr4	123741361	123741740
chr4	118300931	118301146
chr4	118261010	118262091
chr4	118080585	118081285
chr4	116766901	116766981
chr4	109229657	109230034
chr4	104324717	104325135
chr4	104218816	104219164
chr4	103345358	103345714
chr4	98237365	98237919
chr4	57250900	57251304
chr4	49584621	49585014
chr4	46645741	46646107
chr4	41706152	41706727
chr4	34552494	34552834
chr4	31516379	31516550
chr4	11950505	11950925
chr4	154445629	154446343
chr4	150838875	150839706
chr4	149721255	149721475
chr4	138917365	138918438
chr4	137553631	137553777
chr4	134769943	134770032
chr4	129227372	129227762
chr4	127870163	127870700
chr4	120070398	120071283
chr4	120023448	120023940
chr4	118249821	118250303
chr4	111582122	111582352
chr4	105078399	105078603
chr4	104113063	104114326
chr4	99794205	99794430
chr4	95162826	95163029
chr4	66770564	66770729
chr4	58304661	58304820
chr4	56628976	56629127
chr4	52718018	52718236
chr4	49443879	49443984
chr4	46846290	46846580
chr4	45227074	45227381
chr4	40807606	40807728
chr4	40162407	40162528
chr4	39675446	39675572
chr4	33051769	33051888
chr4	10536087	10536131
chr4	9444656	9445282
chr4	156251554	156251975
chr4	156249874	156250073
chr4	156192596	156192827
chr4	156171400	156171499
chr4	155522452	155523087
chr4	155395722	155396945
chr4	155325276	155325873
chr4	155298612	155299384
chr4	155212968	155213921
chr4	155005357	155005733
chr4	154961718	154962892
chr4	154895013	154895516
chr4	154890788	154890971
chr4	154771606	154772127
chr4	154399346	154399909
chr4	154175814	154175947
chr4	154173174	154173571
chr4	154158015	154158624
chr4	154065016	154065277
chr4	153924578	153925003
chr4	153805927	153807245
chr4	153479896	153480267
chr4	153262866	153264019
chr4	153114900	153115308
chr4	152870947	152871659
chr4	152704556	152704719
chr4	152658350	152658497
chr4	152478586	152479410
chr4	152462549	152462964
chr4	152453529	152453772
chr4	152404308	152405160
chr4	152400432	152400940
chr4	152337620	152338244
chr4	152212195	152214015
chr4	152119185	152119297
chr4	152098591	152098990
chr4	152080075	152080257
chr4	151445579	151445978
chr4	150956493	150957174
chr4	150937410	150938220
chr4	150757103	150757962
chr4	150627209	150627244
chr4	150621753	150622311
chr4	150610227	150610406
chr4	150563155	150563518
chr4	150552707	150553545
chr4	150248640	150249151
chr4	150078369	150078487
chr4	149970225	149970381
